,title,engine,power,transmission,drive_unit,color,mileage,steering,generation,price
1746,"Продажа Mitsubishi Pajero, 2007 год в Москве","бензин, 3.0 л",178 л.с.,автомат,4WD,черный,261234,левый,4 поколение,844000
1747,"Продажа Mercedes-Benz GLE, 2019 год в Москве","дизель, 2.0 л",245 л.с.,автомат,4WD,серый,,левый,2 поколение,5398000
1748,"Продажа Infiniti M37, 2011 год в Москве","бензин, 3.7 л",333 л.с.,автомат,4WD,черный,224194,,4 поколение,848000
1749,"Продажа Mercedes-Benz GLA-Class, 2016 год в Москве","бензин, 2.0 л",211 л.с.,автомат,4WD,серый,58516,левый,1 поколение,1778000
1750,"Продажа Mercedes-Benz E-Class, 2013 год в Москве","бензин, 2.0 л",184 л.с.,автомат,задний,черный,115172,левый,"4 поколение, рестайлинг",1650000
1751,"Продажа Mitsubishi Pajero, 2015 год в Москве","бензин, 3.0 л",174 л.с.,автомат,4WD,серебристый,,левый,"4 поколение, 2 рестайлинг",1620000
1752,"Продажа Lexus RX350, 2014 год в Москве","бензин, 3.5 л",277 л.с.,автомат,4WD,белый,139608,левый,"3 поколение, рестайлинг",1868000
1753,"Продажа Mercedes-Benz GL-Class, 2013 год в Москве","бензин, 5.5 л",557 л.с.,автомат,4WD,черный,90997,левый,2 поколение,2500000
1754,"Продажа Skoda Octavia, 2012 год в Москве","бензин, 1.8 л",152 л.с.,автомат,передний,серый,111145,левый,"2 поколение, рестайлинг",589000
1755,"Продажа Ford Focus, 2012 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,коричневый,117000,левый,3 поколение,479000
1756,"Продажа Mazda Tribute, 2004 год в Москве","бензин, 3.0 л",203 л.с.,автомат,4WD,черный,162849,левый,,379000
1757,"Продажа Mazda Mazda3, 2009 год в Москве","бензин, 1.6 л",105 л.с.,механика,передний,синий,76850,левый,,449000
1758,"Продажа Toyota Land Cruiser Prado, 1999 год в Москве","дизель, 3.0 л",125 л.с.,автомат,4WD,зеленый,543918,левый,2 поколение,679000
1759,"Продажа Hyundai Solaris, 2018 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,белый,45985,левый,2 поколение,785000
1760,"Продажа Hyundai Creta, 2019 год в Москве","бензин, 2.0 л",149 л.с.,автомат,4WD,белый,50966,левый,1 поколение,1250000
1761,"Продажа Hyundai Solaris, 2018 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,белый,49717,левый,2 поколение,765000
1762,"Продажа Hyundai ix35, 2012 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,серебристый,67476,левый,1 поколение,845000
1763,"Продажа Volkswagen Jetta, 2016 год в Москве","бензин, 1.6 л",90 л.с.,механика,передний,черный,16750,левый,"6 поколение, рестайлинг",835000
1764,"Продажа Opel Astra, 2012 год в Москве","бензин, 1.4 л",140 л.с.,механика,передний,серый,85000,левый,4 поколение,459900
1765,"Продажа Nissan Juke, 2014 год в Москве","бензин, 1.6 л",190 л.с.,автомат,4WD,черный,78000,левый,1 поколение,820000
1766,"Продажа Kia Ceed, 2014 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,серебристый,117000,левый,2 поколение,605000
1767,"Продажа Toyota Auris, 2013 год в Москве","бензин, 1.6 л",132 л.с.,механика,передний,белый,42335,левый,2 поколение,720000
1768,"Продажа Лада Ларгус, 2016 год в Москве","бензин, 1.6 л",106 л.с.,механика,передний,,14700,левый,1 поколение,710000
1769,"Продажа SsangYong Kyron, 2011 год в Москве","дизель, 2.0 л",141 л.с.,автомат,4WD,белый,131097,,,565000
1770,"Продажа Renault Duster, 2014 год в Москве","бензин, 1.6 л",102 л.с.,механика,передний,коричневый,152633,,,425000
1771,"Продажа Ford Fiesta, 2016 год в Москве","бензин, 1.6 л",104 л.с.,автомат,передний,черный,61456,,,495000
1772,"Продажа Skoda Rapid, 2015 год в Москве","бензин, 1.4 л",125 л.с.,автомат,передний,белый,140099,,,555000
1773,"Продажа Skoda Rapid, 2015 год в Москве","бензин, 1.4 л",125 л.с.,автомат,передний,белый,119786,,,550000
1774,"Продажа Chevrolet Niva, 2013 год в Москве","бензин, 1.7 л",79 л.с.,механика,4WD,синий,66698,,,335000
1775,"Продажа Nissan Qashqai, 2010 год в Москве","бензин, 2.0 л",141 л.с.,автомат,4WD,серый,119900,левый,"1 поколение, рестайлинг",749000
1776,"Продажа Skoda Rapid, 2017 год в Москве","бензин, 1.6 л",110 л.с.,автомат,передний,белый,100000,левый,,490000
1777,"Продажа Volkswagen Touareg, 2008 год в Москве","дизель, 2.5 л",174 л.с.,автомат,4WD,зеленый,191500,левый,"1 поколение, рестайлинг",600000
1778,"Продажа Mercedes-Benz S-Class, 2017 год в Москве","дизель, 3.0 л",249 л.с.,автомат,4WD,черный,,левый,6 поколение,3888000
1779,"Продажа Maserati Levante, 2017 год в Москве","дизель, 3.0 л",275 л.с.,автомат,4WD,белый,38000,левый,1 поколение,3570000
1780,"Продажа Pontiac Firebird, 1991 год в Москве","бензин, 3.1 л",190 л.с.,автомат,задний,серый,450000,,,495000
1781,"Продажа Skoda Octavia, 1999 год в Москве","бензин, 1.8 л",125 л.с.,автомат,передний,красный,208000,левый,1 поколение,100000
1782,"Продажа Nissan Qashqai, 2009 год в Москве","бензин, 2.0 л",141 л.с.,автомат,передний,синий,164000,левый,1 поколение,480000
1783,"Продажа Chevrolet Cruze, 2012 год в Москве",,,,,серый,100000,левый,1 поколение,395000
1784,"Продажа BMW X6, 2011 год в Москве","бензин, 3.0 л",306 л.с.,автомат,4WD,синий,82200,левый,1 поколение,1499000
1785,"Продажа Audi A6 allroad quattro, 2012 год в Москве","бензин, 3.0 л",310 л.с.,автомат,4WD,коричневый,130000,левый,3 поколение,1470000
1786,"Продажа Nissan Primera, 2005 год в Москве","бензин, 1.6 л",109 л.с.,механика,передний,черный,440000,левый,3 поколение,220000
1787,"Продажа Subaru Forester, 2013 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,красный,102000,левый,,890000
1788,"Продажа Ford Fusion, 2005 год в Москве","бензин, 1.4 л",80 л.с.,механика,передний,серебристый,180000,левый,1 поколение,145000
1789,"Продажа Chevrolet Aveo, 2008 год в Москве","бензин, 1.4 л",101 л.с.,механика,передний,красный,105000,левый,1 поколение,270000
1790,"Продажа Skoda Octavia, 2013 год в Москве","бензин, 1.6 л",102 л.с.,механика,передний,белый,129000,левый,"2 поколение, рестайлинг",550000
1791,"Продажа Ford Focus, 2004 год в Москве","бензин, 1.6 л",100 л.с.,механика,передний,серебристый,187000,левый,"1 поколение, рестайлинг",147000
1792,"Продажа Audi Q5, 2018 год в Москве","бензин, 2.0 л",249 л.с.,автомат,4WD,черный,26359,левый,2 поколение,3098900
1793,"Продажа Audi Q3, 2019 год в Москве","бензин, 1.4 л",150 л.с.,автомат,передний,голубой,4665,левый,,2397900
1794,"Продажа Toyota RAV4, 2018 год в Москве","бензин, 2.0 л",146 л.с.,автомат,4WD,белый,18247,левый,"4 поколение, рестайлинг",1648900
1795,"Продажа Mercedes-Benz M-Class, 2014 год в Москве","дизель, 3.0 л",249 л.с.,автомат,4WD,коричневый,61612,левый,3 поколение,2239000
